business_id,date,stars,croissant,cake,cupcakes,cupcake,sandwich,wine,bread,toast,chocolate,salad,cheese,brunch,eggs,egg,chicken,donut,donuts,pastries,pastry,benedict,bacon,sandwiches,avocado,sourdough,cookie,fruit,croissants,salmon,butter,macarons,cream,burrito,turkey,strawberry,lobster,almond,caramel,blackberry,burger,blueberry,muffin,gourmet,sausage,cinnamon,grilled,raspberry,bagels,tomatoes,macaron,pasta,desserts,Steak,omelette,apple,soup,potatoes,brioche,danish,pie,biscuit,scones,tuna,brownie,tart
1kVnChI4aqsPw9i2PVqkkw,2015-08-13 21:03:00,5,,,,,,,0.3182,,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2014-01-11 18:29:01,4,,,,,,,,,,0.3724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2017-05-17 14:27:06,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2016-01-24 02:11:19,5,,,,,,,,,,0.46429999999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4215,,,,,,,,,,,,,,,,0.5719,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2011-11-13 23:45:31,3,,,,,,,,,,0.4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5267,,,0.5267,,
1kVnChI4aqsPw9i2PVqkkw,2011-04-07 21:04:49,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2014-11-26 03:37:53,5,,0.875,0.875,0.875,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2017-03-31 05:15:15,5,,0.5328999999999999,0.4939,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5GUA13zYgw4_8F6qUMU_LA,2015-09-17 05:46:49,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5GUA13zYgw4_8F6qUMU_LA,2014-09-18 18:58:31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2018-05-13 01:39:46,5,,,,,0.6249,,,,,0.4767,,,,,,,,,,,,0.6249,,,,,,,,,,,,,,,,,0.6249,,,,,,,,,,,,,,,,0.7783,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2017-02-07 05:37:56,5,,0.5719,0.5719,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2013-02-26 06:57:35,5,,,,,,,,,,0.3039,,,,0.1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3182,,
1kVnChI4aqsPw9i2PVqkkw,2011-06-08 01:49:22,4,,,,,0.4939,,0.5719,,,0.7096,,,,,0.4939,,,,,,0.12755000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2017-03-23 21:59:04,5,,,,,0.4404,,,,,,,,,,0.6808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2015-08-17 16:50:26,5,,0.6249,0.6249,0.6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2015-06-02 20:44:21,5,,0.5106,0.5106,0.5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2014-05-21 02:01:55,5,,0.204,0.5859,0.5859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,
1kVnChI4aqsPw9i2PVqkkw,2016-02-20 05:12:46,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2015-05-21 01:55:09,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2014-06-21 17:47:06,4,,,,,,,,,,0.5719,,,,,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2017-06-11 00:56:22,5,,,,,0.6369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2012-06-15 16:00:20,3,,,,,0.4939,,,,,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4019
aD490g5tyGScrxRZP_d1gw,2017-03-22 20:02:12,5,,0.6422,0.6422,0.6422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2011-07-12 21:27:26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2015-06-02 21:38:24,4,,,,,,,,,0.4404,,,,,,,,,,,,,,,,,,,,0.4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2010-09-08 05:09:27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2017-11-18 04:49:30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2014-09-02 06:31:10,5,,0.6597,0.6597,0.6597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2014-10-01 20:46:53,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5574,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2010-12-20 05:15:30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6249,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2014-03-11 17:51:54,4,,,,,,,,,,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5994,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2009-09-19 03:31:17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2014-12-14 02:34:52,4,,,,,-0.3724,,,,,0.15663333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2018-02-20 06:05:57,5,,-0.1027,-0.1027,-0.1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2012-04-23 22:13:47,4,,,,,,,,,,0.7579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2014-06-05 23:24:45,5,,-0.4767,-0.4767,-0.4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2010-06-16 21:53:32,5,,,,,,,,,,-0.6808,,,,,0.07280000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4588,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2014-05-03 02:44:40,5,,0.45505,0.6369,0.45505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2732,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2018-07-15 22:30:06,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2016-07-13 07:48:19,5,,-0.176,0.11515,-0.176,,0.21384999999999998,,,0.4588,,,,,0.4588,,,,,,,,,,,,,,,,,,,,,,,,0.4588,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2017-07-05 18:34:51,5,,0.6369,0.6369,0.6369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pGtaxpSxxpmqPs6FAR1W_A,2009-09-30 04:31:35,1,,-0.5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5423,,,,,
1kVnChI4aqsPw9i2PVqkkw,2011-05-17 15:13:58,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2010-06-26 04:30:40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6858,,,,,,,,,,,,,,,,,,,,,,,,0.6858,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2017-10-19 16:41:44,5,,0.55315,0.55315,0.55315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5GUA13zYgw4_8F6qUMU_LA,2014-09-22 02:12:49,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2012-03-23 04:34:37,5,,,,,,,,,,,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34126666666666666,,,,,,,,,,,,,,,,,,,,,,,,,
pGtaxpSxxpmqPs6FAR1W_A,2010-11-10 00:43:12,5,,0.59795,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404,,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4gPWSVCRzHvJ7i6LuNrCvA,2015-04-12 10:29:12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2016-06-11 02:07:20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5GUA13zYgw4_8F6qUMU_LA,2014-06-25 20:27:28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2009-09-12 04:35:18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2016-10-24 20:31:25,5,,-0.5216,-0.5216,-0.5216,,,,,,,,,,,,,,,,,,,,,0.3297857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2010-08-01 02:40:02,5,,,,,,,,,,0.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4588,,,,-0.2732,,,,,,,,,-0.2732
1kVnChI4aqsPw9i2PVqkkw,2015-06-05 23:54:11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2010-11-08 16:38:53,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6369,,
5GUA13zYgw4_8F6qUMU_LA,2016-07-01 16:30:17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2013-10-20 17:16:19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2017-06-10 00:34:43,3,,,,,,,,,,0.4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2012-01-27 06:01:34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2016-01-27 03:20:38,4,,,,,,,,,,,,,,0.6249,,,,,,,,,,,,,,,,,,,,,,,,,0.6249,,,,,,,,,,,,0.5574,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2017-07-16 01:49:54,2,,,,,,,,,,0.55545,,,,,,,,,,,,,,,,,,0.7003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6705,,
aD490g5tyGScrxRZP_d1gw,2014-11-12 04:16:54,5,,0.6751,0.7783,0.7783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5GUA13zYgw4_8F6qUMU_LA,2016-04-11 01:04:10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2015-12-15 00:32:39,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pGtaxpSxxpmqPs6FAR1W_A,2013-06-05 17:10:53,1,,-0.16743333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5523,,,,,
1kVnChI4aqsPw9i2PVqkkw,2016-12-06 20:18:04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,,
pGtaxpSxxpmqPs6FAR1W_A,2011-10-12 17:15:50,1,,0.2847,,,,,,,,,,0.6597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4939,,,,,
aD490g5tyGScrxRZP_d1gw,2014-06-08 02:00:45,2,,0.3747666666666667,0.4019,0.38155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2018-03-03 22:32:10,1,,0.7096,,,,,,,,,0.7096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7096,
1kVnChI4aqsPw9i2PVqkkw,2008-11-21 06:20:45,5,,,,,,,0.3182,,,-0.4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6249,,,,,,,,,,,-0.4005,,
aD490g5tyGScrxRZP_d1gw,2016-08-24 20:15:48,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2016-07-29 00:18:25,5,,-0.296,-0.296,-0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2010-11-04 04:46:00,4,,,,,,,,,,0.4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4588,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2011-05-18 23:01:54,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2016-08-23 19:59:24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2017-03-22 15:41:59,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6369,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2015-03-29 00:52:03,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.5719,,,,,,0.7351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2016-04-08 18:56:45,5,,0.07150000000000001,0.07150000000000001,0.07150000000000001,,,,,,,,,,,,,,,,,,,,,,,,,0.4404,,,,,,,,-0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2017-05-25 04:33:10,5,,0.4588,,,,,,,0.4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5GUA13zYgw4_8F6qUMU_LA,2016-05-30 20:00:13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2017-08-02 00:32:11,5,,0.52155,0.6369,0.52155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5106,,,,,
1kVnChI4aqsPw9i2PVqkkw,2015-05-24 03:36:06,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8176,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2015-01-17 06:43:30,5,,0.5654,0.4939,0.4939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2015-03-01 03:00:52,4,,,,,,,0.4404,,,0.2263,0.2263,,,,,,,,,,,,,,,,,,0.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5GUA13zYgw4_8F6qUMU_LA,2014-07-27 23:41:00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2011-09-23 14:37:39,5,,,,,,,,,,0.6124,,,,,,,,,,,,,,,,,,0.6124,,,,,,,,,,,,,,,,,0.6124,,,,,,,,,,,,,,,,,,,
pGtaxpSxxpmqPs6FAR1W_A,2011-12-31 15:49:43,1,,0.024999999999999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5GUA13zYgw4_8F6qUMU_LA,2014-06-21 19:19:12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2011-04-17 20:29:02,4,,,,,,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2009-05-18 06:49:14,3,,,,,,,,,,,,,,-0.2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2016-02-23 04:34:10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2009-03-29 22:14:21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2008-11-29 10:27:45,5,,,,,0.6369,,0.836,-0.3612,,0.6369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5719,0.6249,,,,0.6369,,,,,,,0.6369,,
5GUA13zYgw4_8F6qUMU_LA,2017-08-25 19:13:38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2014-09-18 18:43:06,4,,0.6284333333333333,0.5568,0.5568,,0.4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7717,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4767
1kVnChI4aqsPw9i2PVqkkw,2017-04-17 21:28:47,4,,,,,0.6369,,,,,0.6533,,,,,0.6697,,,0.7269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2015-02-01 06:50:03,5,,0.29254,0.21582500000000002,0.21582500000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2013-05-25 19:54:09,5,,0.5719,0.5719,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2014-04-15 00:41:40,5,,0.3844,0.7269,0.44584,,0.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2008-04-23 07:01:35,5,,,,,,,,,,0.2263,0.2263,,,,,,,,,,,,,,,0.4215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4215
aD490g5tyGScrxRZP_d1gw,2016-02-22 20:47:27,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5GUA13zYgw4_8F6qUMU_LA,2018-10-18 01:51:01,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5267,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2011-01-28 06:03:45,3,,,,,,,,,,0.5859,,,,,0.5859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,,
aD490g5tyGScrxRZP_d1gw,2015-08-17 15:39:33,5,,-0.06129999999999998,0.1161666666666667,0.1161666666666667,,-0.5233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2018-02-28 23:20:49,5,,,,,,,,,,0.4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2012-08-04 14:31:24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2011-05-22 05:37:00,3,,,,,,,0.5267,,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2015-09-22 10:22:51,5,,,,,,,,,,,,,,,,,,0.8176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4215,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2014-04-17 08:42:23,5,,0.5719,0.5719,0.5719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2018-10-25 19:51:22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2012-05-27 00:58:05,4,,,,,,,,,,,,,,,,,,,,,,,,,,0.4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2017-12-27 21:07:29,5,,0.5817,0.6919500000000001,0.6919500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7783,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2014-05-06 00:39:06,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3612,,
aD490g5tyGScrxRZP_d1gw,2018-04-20 19:04:49,5,,0.7269,0.7269,0.7269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2014-07-13 08:04:02,2,,0.06634999999999999,0.06634999999999999,0.06634999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5GUA13zYgw4_8F6qUMU_LA,2014-06-09 17:01:20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2018-10-25 22:24:54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2014-07-05 22:10:07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5GUA13zYgw4_8F6qUMU_LA,2016-04-18 20:21:23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2014-11-10 22:31:10,5,,0.3612,,0.3612,,,0.3612,,,,,,,,,,,,,,,,,,,,,,,,0.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2016-05-30 23:18:23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aD490g5tyGScrxRZP_d1gw,2017-09-17 02:42:49,5,,,,,,,,,,,,,,,,,,,,,,,,,0.4588,,,,0.4588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1kVnChI4aqsPw9i2PVqkkw,2008-08-14 21:22:02,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404,,,,,,,,,
